Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label,L7Protocol,ProtocolName
192.168.32.62-10.200.7.4-58349-3128-6,192.168.32.62,58349,10.200.7.4,3128,6,26/04/201711:11:20,7660433,16,95,1408,5295,517,0,88,129.6677806,802,0,55.73684211,161.8435816,875.0158118,14.49004253,69640.3,408310.5619,3413280,0,7660433,510695.5333,1028919.469,3413280,16,5588792,59455.23404,393866.3279,3463675,0,0,0,0,0,332,1960,2.08865478,12.40138775,0,802,59.84821429,156.8912063,24614.85063,0,0,0,1,0,0,0,0,5,60.38738739,88,55.73684211,332,0,0,0,0,0,0,16,1408,95,5295,8192,361,15,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.32.62-10.200.7.4-58348-3128-6,10.200.7.4,3128,192.168.32.62,58348,6,26/04/201711:11:28,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,660,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
179.1.4.210-10.200.7.194-443-45009-6,10.200.7.194,45009,179.1.4.210,443,6,26/04/201711:11:17,10698605,226,283,7820,380058,614,0,34.60176991,97.68152695,7240,0,1342.961131,1250.642562,36255.00708,47.57629616,21060.24606,96935.71108,1091918,0,10698605,47549.35556,153587.3357,1131859,0,9971866,35361.22695,128579.5256,1131934,0,1,0,0,0,7232,9056,21.12424938,26.45204679,0,7240,761.154902,1137.435392,1293759.271,0,1,0,0,1,0,0,0,1,762.6502947,34.60176991,1342.961131,7232,0,0,0,0,0,0,226,7820,283,380058,500,614,45,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.32.62-10.200.7.4-58360-3128-6,192.168.32.62,58360,10.200.7.4,3128,6,26/04/201711:11:24,4303091,24,135,1654,126073,517,0,68.91666667,132.8175986,5840,0,933.8740741,1128.669481,29682.61652,36.95018302,27234.75316,320707.5224,4031910,0,4303091,187090.913,847061.9539,4072034,0,271100,2023.134328,7950.842801,45230,0,0,0,0,0,492,2748,5.577386116,31.3727969,0,5840,798.29375,1084.465098,1176064.548,0,0,0,1,0,0,0,0,5,803.3144654,68.91666667,933.8740741,492,0,0,0,0,0,0,24,1654,135,126073,8192,296,23,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.32.62-10.200.7.4-58348-3128-6,10.200.7.4,3128,192.168.32.62,58348,6,26/04/201711:11:28,69,2,0,12,0,6,6,6,0,0,0,0,0,173913.0435,28985.50725,69,0,69,69,69,69,0,69,69,0,0,0,0,0,0,0,0,0,40,0,28985.50725,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,660,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.32.62-10.200.7.4-58349-3128-6,10.200.7.4,3128,192.168.32.62,58349,6,26/04/201711:11:28,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,361,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
179.1.4.237-10.200.7.194-443-39334-6,10.200.7.194,39334,179.1.4.237,443,6,26/04/201711:11:20,7654021,17,12,2259,1144,1019,0,132.8823529,265.7783104,696,0,95.33333333,196.6433474,444.6029087,3.78885817,273357.8929,776444.458,3427632,1,7654021,478376.3125,1004876.901,3427632,9,5583089,507553.5455,1099104.478,3504860,1,0,0,0,0,552,392,2.221054789,1.567803381,0,1019,113.4333333,233.3262749,54441.15057,0,0,0,1,0,0,0,0,0,117.3448276,132.8823529,95.33333333,552,0,0,0,0,0,0,17,2259,12,1144,14600,284,8,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.32.62-10.200.7.4-58349-3128-6,10.200.7.4,3128,192.168.32.62,58349,6,26/04/201711:11:28,107,2,0,12,0,6,6,6,0,0,0,0,0,112149.5327,18691.58879,107,0,107,107,107,107,0,107,107,0,0,0,0,0,0,0,0,0,40,0,18691.58879,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,361,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.32.62-10.200.7.4-58360-3128-6,10.200.7.4,3128,192.168.32.62,58360,6,26/04/201711:11:28,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,296,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.32.62-10.200.7.4-58190-3128-6,192.168.32.62,58190,10.200.7.4,3128,6,26/04/201711:11:24,4347383,6,35,241,7090,131,6,40.16666667,48.62269703,1497,6,202.5714286,472.9108413,1686.301851,9.430961109,108684.575,633198.4682,4008141,0,4347383,869476.6,1756854.296,4008541,28,339076,9972.823529,41314.60355,205905,0,1,0,0,0,120,700,1.38014065,8.050820459,6,1497,177.6666667,434.8552698,189099.1057,0,1,0,0,1,0,0,0,5,182,40.16666667,202.5714286,120,0,0,0,0,0,0,6,241,35,7090,2052,449,5,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
179.1.4.230-10.200.7.194-443-38886-6,10.200.7.194,38886,179.1.4.230,443,6,26/04/201711:11:24,4301869,26,24,1349,34568,517,0,51.88461538,128.9146468,4344,0,1440.333333,1129.81948,8349.161725,11.62285509,87793.2449,569845.5544,3993938,0,4301869,172074.76,812651.7584,4072161,0,268481,11673.08696,21669.34866,79783,1,0,0,0,0,840,776,6.043884646,5.578970443,0,4344,704.254902,1042.492242,1086790.074,0,0,0,1,0,0,0,0,0,718.34,51.88461538,1440.333333,840,0,0,0,0,0,0,26,1349,24,34568,14600,130,6,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.32.62-10.200.7.4-58360-3128-6,10.200.7.4,3128,192.168.32.62,58360,6,26/04/201711:11:28,138,2,0,12,0,6,6,6,0,0,0,0,0,86956.52174,14492.75362,138,0,138,138,138,138,0,138,138,0,0,0,0,0,0,0,0,0,40,0,14492.75362,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,296,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.32.62-10.200.7.4-58281-3128-6,192.168.32.62,58281,10.200.7.4,3128,6,26/04/201711:11:27,666151,6,30,306,1885,196,6,51,73.68853371,267,6,62.83333333,94.63253189,3289.044076,54.04180133,19032.88571,73253.42298,411815,0,666151,133230.2,173599.2215,412121,1,254285,8768.448276,32611.53248,137263,0,1,0,0,0,120,600,9.006966889,45.03483444,6,267,64.51351351,92.09343734,8481.201201,0,1,0,0,1,0,0,0,5,66.30555556,51,62.83333333,120,0,0,0,0,0,0,6,306,30,1885,2053,312,5,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.32.62-10.200.7.4-58290-3128-6,192.168.32.62,58290,10.200.7.4,3128,6,26/04/201711:11:17,10519003,6,28,719,873,535,6,119.8333333,205.3138248,115,6,31.17857143,42.18745958,151.3451417,3.232245489,318757.6667,1811410.594,10408978,0,10519003,2103800.6,4643232.048,10409535,63,109943,4071.962963,14227.22937,57410,0,1,0,0,0,120,560,0.570396263,2.661849227,6,535,47.77142857,93.7343197,8786.122689,0,1,0,0,1,0,0,0,4,49.17647059,119.8333333,31.17857143,120,0,0,0,0,0,0,6,719,28,873,2049,343,5,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
172.217.29.33-10.200.7.194-443-50889-6,172.217.29.33,443,10.200.7.194,50889,6,26/04/201711:11:24,4217753,7,7,1692,46,1418,0,241.7142857,520.0681732,46,0,6.571428571,17.38636576,412.0677527,3.319302956,324442.5385,1057935.652,3839353,0,378400,63066.66667,97998.26962,205988,0,4178021,696336.8333,1624798.378,4010147,1,0,0,0,0,224,224,1.659651478,1.659651478,0,1418,115.8666667,361.7956935,130896.1238,0,0,0,0,1,0,0,0,1,124.1428571,241.7142857,6.571428571,224,0,0,0,0,0,0,7,1692,7,46,423,661,5,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
179.1.4.216-10.200.7.194-443-36556-6,10.200.7.194,36556,179.1.4.216,443,6,26/04/201711:11:24,4349205,15,14,1088,939,287,0,72.53333333,105.7307001,545,0,67.07142857,140.9885234,466.0621884,6.66788528,155328.75,438005.0293,1925288,1,4349205,310657.5,609442.7893,1964100,1,3684449,283419.1538,624818.0148,1965373,1,1,0,0,0,480,448,3.448906179,3.218979101,0,545,77.13333333,126.0398769,15886.05057,0,1,0,0,1,0,0,0,0,79.79310345,72.53333333,67.07142857,480,0,0,0,0,0,0,15,1088,14,939,262,365,6,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
172.217.29.66-10.200.7.194-443-58246-6,10.200.7.194,58246,172.217.29.66,443,6,26/04/201711:11:27,667568,7,6,288,359,242,0,41.14285714,90.21350337,187,0,59.83333333,69.45622122,969.1896556,19.4736716,55630.66667,83411.0406,240281,0,667568,111261.3333,163597.812,413757,0,290851,58170.2,81880.7509,174800,0,1,0,0,0,224,192,10.48582317,8.987848429,0,242,63.5,91.31243912,8337.961538,0,1,0,0,1,0,0,0,0,68.38461538,41.14285714,59.83333333,224,0,0,0,0,0,0,7,288,6,359,452,374,1,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
179.1.4.237-10.200.7.194-443-58704-6,10.200.7.194,58704,179.1.4.237,443,6,26/04/201711:11:17,10520249,6,5,707,161,535,0,117.8333333,210.1945924,115,0,32.2,50.39047529,82.50755282,1.045602628,1052024.9,3258688.663,10326082,0,10520249,2104049.8,4643803.014,10410889,43,149499,37374.75,42133.26279,87074,0,1,0,0,0,192,160,0.570328706,0.475273922,0,535,82.83333333,151.6867786,23008.87879,0,1,0,0,1,0,0,0,0,90.36363636,117.8333333,32.2,192,0,0,0,0,0,0,6,707,5,161,591,276,2,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.10.130-10.200.7.6-53902-3128-6,192.168.10.130,53902,10.200.7.6,3128,6,26/04/201711:11:28,138142,3,12,855,464,849,0,285,488.4475407,428,0,38.66666667,122.6445962,9548.146111,108.5839209,9867.285714,36378.04527,136255,0,1730,865,356.3818177,1117,613,137996,12545.09091,41031.87023,136255,0,0,0,0,0,72,300,21.71678418,86.86713671,0,849,82.4375,230.2899531,53033.4625,0,0,0,1,0,0,0,0,4,87.93333333,285,38.66666667,72,0,0,0,0,0,0,3,855,12,464,8192,255,2,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.10.130-10.200.7.6-53902-3128-6,10.200.7.6,3128,192.168.10.130,53902,6,26/04/201711:11:28,34,3,0,862,0,428,6,287.3333333,243.6418136,0,0,0,0,25352941.18,88235.29412,17,24.04163056,34,0,34,17,24.04163056,34,0,0,0,0,0,0,1,0,0,0,60,0,88235.29412,0,6,428,322.5,211,44521,0,1,0,0,1,0,0,0,0,430,287.3333333,0,60,0,0,0,0,0,0,3,862,0,0,255,-1,2,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.10.130-10.200.7.6-53902-3128-6,10.200.7.6,3128,192.168.10.130,53902,6,26/04/201711:11:28,109,3,0,440,0,428,6,146.6666667,243.6418136,0,0,0,0,4036697.248,27522.93578,54.5,75.66042559,108,1,109,54.5,75.66042559,108,1,0,0,0,0,0,0,0,0,0,60,0,27522.93578,0,6,428,111.5,211,44521,0,0,0,0,1,1,0,0,0,148.6666667,146.6666667,0,60,0,0,0,0,0,0,3,440,0,0,255,-1,2,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
172.217.29.42-10.200.7.199-443-57889-6,10.200.7.199,57889,172.217.29.42,443,6,26/04/201711:11:24,3545874,11,8,469,4212,258,0,42.63636364,95.44031929,1418,0,526.5,639.5782092,1320.12587,5.358340426,196993,719043.7303,3068403,0,3545874,354587.4,956333.7591,3068403,0,322128,46018.28571,77803.32263,161291,0,0,0,0,0,384,264,3.102197089,2.256143337,0,1418,234.05,464.3352322,215607.2079,0,0,0,1,0,0,0,0,0,246.3684211,42.63636364,526.5,384,0,0,0,0,0,0,11,469,8,4212,5840,349,2,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.190.57-10.200.7.9-1549-3128-6,10.200.7.9,3128,192.168.190.57,1549,6,26/04/201711:11:24,3551134,32,0,16690,0,2836,0,521.5625,876.0128493,0,0,0,0,4699.907128,9.011205998,114552.7097,549754.0949,3065823,0,3551134,114552.7097,549754.0949,3065823,0,0,0,0,0,0,0,0,0,0,676,0,9.011205998,0,0,2836,505.7575758,866.983601,751660.5644,0,0,0,1,1,0,0,0,0,521.5625,521.5625,0,676,0,0,0,0,0,0,32,16690,0,0,5840,-1,29,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
172.217.29.42-10.200.7.199-443-39015-6,10.200.7.199,39015,172.217.29.42,443,6,26/04/201711:11:24,3548102,9,7,469,4212,258,0,52.11111111,104.070222,2836,0,601.7142857,1046.268562,1319.296909,4.509453223,236540.1333,785463.7329,3066431,0,3548102,443512.75,1062586.728,3066431,1,326216,54369.33333,83585.9887,165284,0,0,0,0,0,296,232,2.536567438,1.972885785,0,2836,275.3529412,703.768689,495290.3676,0,0,0,1,0,0,0,0,0,292.5625,52.11111111,601.7142857,296,0,0,0,0,0,0,9,469,7,4212,5840,349,2,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.190.57-10.200.7.9-1549-3128-6,10.200.7.9,3128,192.168.190.57,1549,6,26/04/201711:11:28,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,142,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.32.49-10.200.7.9-54543-3128-6,192.168.32.49,54543,10.200.7.9,3128,6,26/04/201711:11:25,3420248,49,181,7641,256108,1205,0,155.9387755,368.9767048,7300,0,1414.961326,1317.747048,77113.99875,67.24658563,14935.58079,140269.5775,2017815,0,3420248,71255.16667,302859.9398,2017815,137,1401468,7785.933333,53869.1097,664381,0,0,0,0,0,992,3680,14.3264465,52.92013912,0,7300,1141.770563,1287.955597,1658829.621,0,0,0,1,0,0,0,0,3,1146.734783,155.9387755,1414.961326,992,0,0,0,0,0,0,49,7641,181,256108,65535,380,48,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
179.1.4.224-10.200.7.199-443-45138-6,10.200.7.199,45138,179.1.4.224,443,6,26/04/201711:11:25,3419145,54,53,6777,68331,1205,0,125.5,354.4332042,5188,0,1289.264151,1075.682166,21966.89523,31.2943733,32256.08491,205278.826,2019618,0,3419145,64512.16981,288687.952,2019618,0,1393105,26790.48077,99929.4148,676139,0,0,0,0,0,1736,1704,15.79342204,15.50095126,0,5188,695.4444444,983.7016903,967669.0156,0,0,0,1,0,0,0,0,0,701.9439252,125.5,1289.264151,1736,0,0,0,0,0,0,54,6777,53,68331,5840,182,7,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.32.49-10.200.7.9-54543-3128-6,10.200.7.9,3128,192.168.32.49,54543,6,26/04/201711:11:28,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,380,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.32.62-10.200.7.4-58363-3128-6,192.168.32.62,58363,10.200.7.4,3128,6,26/04/201711:11:26,1892438,4,10,348,30,336,0,87,166.0240946,6,0,3,3.16227766,199.7423429,7.397864554,145572.1538,524178.4073,1890143,0,1892438,630812.6667,1091071.108,1890673,539,2230,247.7777778,598.7116956,1836,0,0,0,0,0,92,260,2.113675587,5.284188967,0,336,25.2,86.03255198,7401.6,0,0,0,1,0,0,0,0,2,27,87,3,92,0,0,0,0,0,0,4,348,10,30,8192,245,3,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.32.49-10.200.7.9-54543-3128-6,10.200.7.9,3128,192.168.32.49,54543,6,26/04/201711:11:28,195,2,0,12,0,6,6,6,0,0,0,0,0,61538.46154,10256.41026,195,0,195,195,195,195,0,195,195,0,0,0,0,0,0,0,0,0,40,0,10256.41026,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,380,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.37-10.200.7.9-2046-3128-6,10.200.7.9,3128,192.168.180.37,2046,6,26/04/201711:11:28,401797,72,13,67075,2214,4344,0,931.5972222,1365.198842,1448,0,170.3076923,393.7161381,172447.7784,211.5496134,4783.297619,17948.42267,99293,0,401726,5658.112676,19566.59102,99293,0,400545,33378.75,57640.06507,139424,33,0,0,0,0,2336,416,179.1949666,32.35464675,0,4344,805.6860465,1288.986983,1661487.441,0,0,0,1,1,0,0,0,0,815.1647059,931.5972222,170.3076923,2336,0,0,0,0,0,0,72,67075,13,2214,5792,32587,42,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.37-10.200.7.9-2046-3128-6,10.200.7.9,3128,192.168.180.37,2046,6,26/04/201711:11:28,303,3,0,0,0,0,0,0,0,0,0,0,0,0,9900.990099,151.5,214.2533547,303,0,303,151.5,214.2533547,303,0,0,0,0,0,0,0,0,0,0,96,0,9900.990099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,215,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
207.244.80.182-10.200.7.199-443-46812-6,10.200.7.199,46812,207.244.80.182,443,6,26/04/201711:11:28,397186,19,8,2088,13388,1448,0,109.8947368,330.5384319,5869,0,1673.5,2144.554632,38964.11253,67.97822683,15276.38462,29951.13912,93394,0,397186,22065.88889,35028.77959,99353,0,258360,36908.57143,60387.82527,127557,3,0,0,0,0,400,168,47.83652999,20.14169684,0,5869,552.7142857,1336.674643,1786699.101,0,0,0,1,0,0,0,0,0,573.1851852,109.8947368,1673.5,400,0,0,0,0,0,0,19,2088,8,13388,5840,282,18,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.37-10.200.7.9-2046-3128-6,10.200.7.9,3128,192.168.180.37,2046,6,26/04/201711:11:28,14,2,0,0,0,0,0,0,0,0,0,0,0,0,142857.1429,14,0,14,14,14,14,0,14,14,0,0,0,0,0,0,0,0,0,64,0,142857.1429,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,215,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.32.49-10.200.7.9-54535-3128-6,192.168.32.49,54535,10.200.7.9,3128,6,26/04/201711:11:24,3777520,23,60,3303,46350,576,0,143.6086957,196.8533693,4380,0,772.5,932.3231145,13144.33808,21.97208751,46067.31707,209053.0733,1558208,0,3777520,171705.4545,382072.823,1558208,126,3034943,51439.71186,230590.2895,1570792,0,0,0,0,0,472,1248,6.088650755,15.88343675,0,4380,591.1071429,843.5892625,711642.8438,0,0,0,1,0,0,0,0,2,598.2289157,143.6086957,772.5,472,0,0,0,0,0,0,23,3303,60,46350,65535,231,22,20,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
179.1.4.244-10.200.7.199-443-45449-6,10.200.7.199,45449,179.1.4.244,443,6,26/04/201711:11:24,3776474,23,13,2221,8791,576,0,96.56521739,185.3634823,2048,0,676.2307692,682.3750379,2915.947521,9.532701668,107899.2571,311707.8888,1559031,0,3776474,171657.9091,381908.0672,1559031,0,3026516,252209.6667,474597.8358,1570856,0,0,0,0,0,744,424,6.090337177,3.442364491,0,2048,297.6216216,506.2209307,256259.6306,0,0,0,1,0,0,0,0,0,305.8888889,96.56521739,676.2307692,744,0,0,0,0,0,0,23,2221,13,8791,5840,288,6,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.32.49-10.200.7.9-54535-3128-6,10.200.7.9,3128,192.168.32.49,54535,6,26/04/201711:11:28,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,231,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.180.37-10.200.7.9-2046-3128-6,10.200.7.9,3128,192.168.180.37,2046,6,26/04/201711:11:28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+06,0.5,0.707106781,1,0,1,0.5,0.707106781,1,0,0,0,0,0,0,0,0,0,0,96,0,3.00E+06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,215,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.32.49-10.200.7.9-54535-3128-6,10.200.7.9,3128,192.168.32.49,54535,6,26/04/201711:11:28,25,2,0,12,0,6,6,6,0,0,0,0,0,480000,80000,25,0,25,25,25,25,0,25,25,0,0,0,0,0,0,0,0,0,40,0,80000,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,231,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.60.15-10.200.7.4-49609-3128-6,192.168.60.15,49609,10.200.7.4,3128,6,26/04/201711:11:28,400107,5,4,246,382,228,0,49.2,99.98599902,242,0,95.5,115.5782563,1569.580137,22.49398286,50013.375,99516.97426,269922,7,400107,100026.75,199269.6893,398931,11,399697,133232.3333,134321.684,269922,1411,0,0,0,0,112,92,12.49665714,9.997325715,0,242,62.8,99.55992054,9912.177778,0,0,0,1,0,0,0,0,0,69.77777778,49.2,95.5,112,0,0,0,0,0,0,5,246,4,382,8192,245,4,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49241-3128-6,192.168.131.26,49241,10.200.7.4,3128,6,26/04/201711:11:28,150794,4,15,1062,1925,1050,0,265.5,523.0076481,379,0,128.3333333,183.4867324,19808.48044,125.9997082,8377.444444,34552.71294,146808,0,150794,50264.66667,84155.34351,147434,836,3860,275.7142857,847.9542285,3197,0,0,0,0,0,92,360,26.52625436,99.47345385,0,1050,149.35,268.9989777,72360.45,0,0,0,1,0,0,0,0,3,157.2105263,265.5,128.3333333,92,0,0,0,0,0,0,4,1062,15,1925,8192,261,3,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49235-3128-6,192.168.131.26,49235,10.200.7.4,3128,6,26/04/201711:11:27,935671,20,129,4426,90579,494,0,221.3,244.9361034,4235,0,702.1627907,989.6579727,101536.7581,159.2440078,6322.101351,19570.1396,131406,0,935671,49245.84211,53807.30965,174703,82,814953,6366.820313,18373.04773,131465,0,0,0,0,0,412,2640,21.3750346,137.8689732,0,4235,633.3666667,937.3448465,878615.3613,0,0,0,1,0,0,0,0,6,637.6174497,221.3,702.1627907,412,0,0,0,0,0,0,20,4426,129,90579,8192,379,19,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49241-3128-6,10.200.7.4,3128,192.168.131.26,49241,6,26/04/201711:11:28,20,2,0,12,0,6,6,6,0,0,0,0,0,6.00E+05,1.00E+05,20,0,20,20,20,20,0,20,20,0,0,0,0,0,0,0,0,0,40,0,1.00E+05,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,261,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.131.26-10.200.7.4-49241-3128-6,10.200.7.4,3128,192.168.131.26,49241,6,26/04/201711:11:28,152,2,0,12,0,6,6,6,0,0,0,0,0,78947.36842,13157.89474,152,0,152,152,152,152,0,152,152,0,0,0,0,0,0,0,0,0,40,0,13157.89474,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,261,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.131.26-10.200.7.4-49235-3128-6,10.200.7.4,3128,192.168.131.26,49235,6,26/04/201711:11:28,17,2,0,12,0,6,6,6,0,0,0,0,0,705882.3529,117647.0588,17,0,17,17,17,17,0,17,17,0,0,0,0,0,0,0,0,0,40,0,117647.0588,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,379,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
